Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Radaan Mediaworks India Ltd.,RADAAN,mediaentertainment,"Film Production, Distribution & Entertainment",10.83,BSE
Madhuveer Com 18 Network Ltd.,MADHUVEER,mediaentertainment,"Film Production, Distribution & Entertainment",10.13,BSE
Sharpline Broadcast Ltd.,SHARPLINE,mediaentertainment,TV Broadcasting & Software Production,10.01,BSE
Quantum Digital Vision (India) Ltd.,QUANTDIA,mediaentertainment,"Film Production, Distribution & Entertainment",9.11,BSE
Perfect-Octave Media Projects Ltd.,OCTAVE,mediaentertainment,TV Broadcasting & Software Production,8.02,BSE
Vision Cinemas Ltd.,VISIONCINE,mediaentertainment,"Film Production, Distribution & Entertainment",7.93,BSE
SDC Techmedia Ltd.,SDC,mediaentertainment,"Film Production, Distribution & Entertainment",7.03,BSE
Ganesh Films India Ltd.,GFIL,mediaentertainment,"Film Production, Distribution & Entertainment",6.8,BSE
52 Weeks Entertainment Ltd.,SHAQUAK,mediaentertainment,"Film Production, Distribution & Entertainment",6.45,BSE
Purple Entertainment Ltd.,PURPLE,mediaentertainment,"Film Production, Distribution & Entertainment",6.39,BSE
Sea TV Network Ltd.,SEATV,mediaentertainment,TV Broadcasting & Software Production,5.51,BSE
Olympic Cards Ltd.,OLPCL,mediaentertainment,Printing And Publishing,5.32,BSE
Kome-On Communication Ltd.,KOCL,mediaentertainment,"Film Production, Distribution & Entertainment",5.28,BSE
Padmalaya Telefilms Ltd.,PADMALAYAT,mediaentertainment,TV Broadcasting & Software Production,4.08,BSE
Vision Corporation Ltd.,VISIONCO,mediaentertainment,"Film Production, Distribution & Entertainment",3.99,BSE
Esha Media Research Ltd.,ESHAMEDIA,mediaentertainment,TV Broadcasting & Software Production,3.71,BSE
Encode Packaging India Ltd,ENCODE,mediaentertainment,Printing And Publishing,3.15,BSE
ACE EduTrend Ltd.,ACEEDU,mediaentertainment,"Film Production, Distribution & Entertainment",2.13,BSE
Universal Arts Ltd.,UNIVARTS,mediaentertainment,"Film Production, Distribution & Entertainment",2.06,BSE
Kiran Print-Pack Ltd.,KIRANPR,mediaentertainment,Printing & Stationery,2.0,BSE
Cinerad Communications Ltd.,CINERAD,mediaentertainment,"Film Production, Distribution & Entertainment",1.95,BSE
BMB Music & Magnetics Ltd.,BMBMUMG,mediaentertainment,"Film Production, Distribution & Entertainment",1.83,BSE
Khyati Multimedia Entertainment Ltd.,KHYATI,mediaentertainment,"Film Production, Distribution & Entertainment",1.25,BSE
Sandur Manganese & Iron Ores Ltd.,SANDUMA,mining,Mining & Minerals,2497.63,BSE
Raghav Productivity Enhancers Ltd.,RPEL,mining,Mining & Minerals,1166.86,BSE
Deccan Gold Mines Ltd.,DECNGOLD,mining,Mining & Minerals,378.91,BSE
RAW Edge Industrial Solutions Ltd.,RAWEDGE,mining,Mining & Minerals,56.78,BSE
Inani Marbles & Industries Ltd.,INANI,mining,Mining & Minerals,46.97,BSE
Kachchh Minerals Ltd.,KACHCHH,mining,Mining & Minerals,13.31,BSE
Rajdarshan Industries Ltd.,ARENTERP,mining,Mining & Minerals,12.2,BSE
EKI Energy Services Ltd.,EKI,miscellaneous,Miscellaneous,3434.89,BSE
Quint Digital Media Ltd.,QUINT,miscellaneous,Miscellaneous,774.22,BSE
Praveg Ltd.,PRAVEG,miscellaneous,Miscellaneous,758.43,BSE
Droneacharya Aerial Innovations Ltd.,DRONACHRYA,miscellaneous,Miscellaneous,408.05,BSE
Vaarad Ventures Ltd.,VAARAD,miscellaneous,Miscellaneous,356.11,BSE
Markolines Pavement Technologies Ltd.,MARKOLINES,miscellaneous,Miscellaneous,318.94,BSE
Jaykay Enterprises Ltd.,JAYKAY,miscellaneous,Miscellaneous,273.1,BSE
Silicon Rental Solutions Ltd.,SRSOLTD,miscellaneous,Miscellaneous,156.39,BSE
Swadeshi Polytex Ltd.,SWADPOL,miscellaneous,Miscellaneous,129.68,BSE
Maruti Interior Products Ltd.,SPITZE,miscellaneous,Miscellaneous,128.35,BSE
Gretex Corporate Services Ltd.,GCSL,miscellaneous,Miscellaneous,103.38,BSE
Sagarsoft (India) Ltd.,SAGARSOFT,miscellaneous,Miscellaneous,92.88,BSE
Dynavision Ltd.,DYNAVSN,miscellaneous,Miscellaneous,63.34,BSE
WH Brady & Company Ltd.,WHBRADY,miscellaneous,Miscellaneous,62.48,BSE
HG Industries Ltd.,HGIND,miscellaneous,Miscellaneous,50.11,BSE
Filtra Consultants and Engineers Ltd.,FILTRA,miscellaneous,Miscellaneous,47.41,BSE
Evans Electric Ltd.,EVANS,miscellaneous,Miscellaneous,47.33,BSE
Alkosign Ltd.,ALKOSIGN,miscellaneous,Miscellaneous,43.83,BSE
Vanta Bioscience Ltd.,VANTABIO,miscellaneous,Miscellaneous,41.97,BSE
Modipon Ltd.,MODIPON,miscellaneous,Miscellaneous,41.39,BSE
Prabhhans Industries Ltd.,PRABHHANS,miscellaneous,Miscellaneous,34.9,BSE
EP Biocomposites Ltd.,EPBIO,miscellaneous,Miscellaneous,32.25,BSE
Sanghvi Brands Ltd.,SBRANDS,miscellaneous,Miscellaneous,29.16,BSE
Vivanta Industries Ltd.,VIVANTA,miscellaneous,Miscellaneous,26.75,BSE
Yash Innoventures Ltd.,YASHINNO,miscellaneous,Miscellaneous,26.08,BSE
Swasti Vinayaka Art & Heritage Corporation Ltd.,SVARTCORP,miscellaneous,Miscellaneous,24.39,BSE
Starlog Enterprises Ltd.,STARLOG,miscellaneous,Miscellaneous,23.04,BSE
Rithwik Facility Management Services Ltd.,RITHWIKFMS,miscellaneous,Miscellaneous,19.28,BSE
Maitri Enterprises Ltd.,MAITRI,miscellaneous,Miscellaneous,15.25,BSE
Trishakti Electronics & Industries Ltd.,TRISHAKT,miscellaneous,Miscellaneous,13.98,BSE
Suvidha Infraestate Corporation Ltd.,SICL,miscellaneous,Miscellaneous,11.56,BSE
Kaarya Facilities And Services Ltd.,KAARYAFSL,miscellaneous,Miscellaneous,10.68,BSE
Focus Business Solution Ltd.,FOCUS,miscellaneous,Miscellaneous,8.67,BSE
Square Four Projects India Ltd.,SFPIL,miscellaneous,Miscellaneous,8.54,BSE
Swagtam Trading & Services Ltd.,SWAGTAM,miscellaneous,Miscellaneous,7.0,BSE
Majestic Research Services And Solutions Ltd.,MRSS,miscellaneous,Miscellaneous,4.73,BSE
Navoday Enterprises Ltd.,NAVODAYENT,miscellaneous,Miscellaneous,4.63,BSE
Multipurpose Trading & Agencies Ltd.,ZMULTIPU,miscellaneous,Miscellaneous,4.23,BSE
Tiaan Consumer Ltd.,TIAANC,miscellaneous,Miscellaneous,4.19,BSE
JMG Corporation Ltd.,JMGCORP,miscellaneous,Miscellaneous,4.1,BSE
Shangar Decor Ltd.,SHANGAR,miscellaneous,Miscellaneous,3.39,BSE
Manor Estates & Industries Ltd.,KARANWO,miscellaneous,Miscellaneous,3.13,BSE
Rajasthan Petro Synthetics Ltd.,RAJSPTR,miscellaneous,Miscellaneous,2.01,BSE
Megh Mayur Infra Ltd.,TRANOCE,miscellaneous,Miscellaneous,0.08,BSE
Maagh Advertising And Marketing Services Ltd.,MAAGHADV,miscellaneous,Miscellaneous,0.0,BSE
Pondy Oxides & Chemicals Ltd.,PONDYOXIDE,nonferrousmetals,Metal - Non Ferrous,415.93,BSE
Arfin India Ltd.,ARFIN,nonferrousmetals,Aluminium & Aluminium Products,384.6,BSE
PG Foils Ltd.,PGFOILQ,nonferrousmetals,Aluminium & Aluminium Products,241.33,BSE
Nile Ltd.,NILE,nonferrousmetals,Metal - Non Ferrous,163.6,BSE
Bonlon Industries Ltd.,BONLON,nonferrousmetals,Metal - Non Ferrous,91.2,BSE
Pocl Enterprises Ltd.,POEL,nonferrousmetals,Metal - Non Ferrous,80.85,BSE
Shalimar Wires Industries Ltd.,SHALIWIR,nonferrousmetals,Metal - Non Ferrous,54.47,BSE
Baroda Extrusion Ltd.,BAROEXT,nonferrousmetals,Metal - Non Ferrous,44.12,BSE
Poojawestern Metaliks Ltd.,POOJA,nonferrousmetals,Metal - Non Ferrous,40.87,BSE
Sacheta Metals Ltd.,SACHEMT,nonferrousmetals,Aluminium & Aluminium Products,35.29,BSE
Palco Metals Ltd.,PALCO,nonferrousmetals,Aluminium & Aluminium Products,33.2,BSE
Hind Aluminium Industries Ltd.,HINDALUMI,nonferrousmetals,Aluminium & Aluminium Products,25.39,BSE
Southern Magnesium & Chemicals Ltd.,SOUTHMG,nonferrousmetals,Metal - Non Ferrous,19.47,BSE
Nirav Commercials Ltd.,NIRAVCOM,nonferrousmetals,Aluminium & Aluminium Products,17.84,BSE
Golkonda Aluminium Extrusions Ltd.,GOLKONDA,nonferrousmetals,Aluminium & Aluminium Products,12.54,BSE
ABC Gas (International) Ltd.,ABCGAS,nonferrousmetals,Metal - Non Ferrous,11.35,BSE
ND Metal Industries Ltd.,NDMETAL,nonferrousmetals,Metal - Non Ferrous,11.16,BSE
RCI Industries & Technologies Ltd.,RCIIND,nonferrousmetals,Metal - Non Ferrous,8.47,BSE
Starlit Power Systems Ltd.,STARLIT,nonferrousmetals,Metal - Non Ferrous,7.81,BSE
Sudal Industries Ltd.,SUDAI,nonferrousmetals,Aluminium & Aluminium Products,6.19,BSE
Bothra Metals & Alloys Ltd.,BMAL,nonferrousmetals,Aluminium & Aluminium Products,5.74,BSE
Bhoruka Aluminium Ltd.,BHRKALM,nonferrousmetals,Aluminium & Aluminium Products,2.2,BSE
Galada Power & Telecommunication Ltd.,GALADA,nonferrousmetals,Aluminium & Aluminium Products,1.42,BSE
Shanti Educational Initiatives Ltd.,SEIL,other,Educational Institutions,1207.5,BSE
VJTF Eduservices Ltd.,VJTFEDU,other,Educational Institutions,112.55,BSE
Virtual Global Education Ltd.,VIRTUALG,other,Educational Institutions,52.53,BSE
Lucent Industries Ltd.,LUCENT,other,Educational Institutions,51.23,BSE
Golden Crest Education & Services Ltd.,GOLDENCREST,other,Educational Institutions,25.6,BSE
Ironwood Education Ltd.,IRONWOOD,other,Educational Institutions,18.54,BSE
Humming Bird Education Ltd.,HBEL,other,Educational Institutions,13.86,BSE
Yash Pakka Ltd.,YASHPAKKA,paper,Paper & Paper Products,350.32,BSE
South India Paper Mills Ltd.,STHINPA,paper,Paper & Paper Products,175.05,BSE
Shree Ajit Pulp & Paper Ltd.,SAPPL,paper,Paper & Paper Products,147.31,BSE
Scoobee Day Garments (India) Ltd.,SCOOBEEDAY,paper,Paper & Paper Products,141.07,BSE
Nath Industries Ltd.,NATHIND,paper,Paper & Paper Products,121.41,BSE
B&A Packaging India Ltd.,BAPACK,paper,Paper & Paper Products,99.21,BSE
Ganga Papers India Ltd.,GANGAPA,paper,Paper & Paper Products,79.84,BSE
Superior Industrial Enterprises Ltd.,SIEL,paper,Paper & Paper Products,72.71,BSE
Perfectpac Ltd.,PERFEPA,paper,Paper & Paper Products,47.68,BSE
Shree Krishna Paper Mills & Industries Ltd.,SKPMIL,paper,Paper & Paper Products,39.08,BSE
Mohit Paper Mills Ltd.,MOHITPPR,paper,Paper & Paper Products,26.74,BSE
Sangal Papers Ltd.,SANPA,paper,Paper & Paper Products,23.77,BSE
Rama Paper Mills Ltd.,RAMAPPR_B,paper,Paper & Paper Products,21.34,BSE
Cella Space Ltd.,CELLA,paper,Paper & Paper Products,19.57,BSE
Vapi Enterprise Ltd.,VAPIPPR,paper,Paper & Paper Products,14.6,BSE
Shree Karthik Papers Ltd.,SHKARTP,paper,Paper & Paper Products,14.33,BSE
Shree Bhawani Paper Mills Ltd.,SHBHAWPA,paper,Paper & Paper Products,9.93,BSE
Kay Power and Paper Ltd.,KAYPOWR,paper,Paper & Paper Products,8.33,BSE
Agio Paper & Industries Ltd.,AGIOPAPER,paper,Paper & Paper Products,6.97,BSE
Gratex Industries Ltd.,GRATEXI,paper,Paper & Paper Products,5.89,BSE
Tahmar Enterprises Ltd.,SARDAPPR,paper,Paper & Paper Products,5.49,BSE
Coral Newsprints Ltd.,CORNE,paper,Paper & Paper Products,5.14,BSE
Saffron Industries Ltd.,SAFFRON,paper,Paper & Paper Products,3.64,BSE
Tridev InfraEstates Ltd.,ASHUTPM,paper,Paper & Paper Products,1.08,BSE
Hi-Tech Winding Systems Ltd.,HITECHWIND,paper,Paper & Paper Products,1.08,BSE
Scanpoint Geomatics Ltd.,SCANPGEOM,photographicproduct,Photographic Products,68.27,BSE
Choksi Imaging Ltd.,CHOKSI,photographicproduct,Photographic Products,17.2,BSE
Photoquip (India) Ltd.,PHOTOQUP,photographicproduct,Photographic Products,11.76,BSE
Ddev Plastiks Industries Ltd.,DDEVPLASTIK,plasticproducts,Plastic Products,841.95,BSE
Shri Jagdamba Polymers Ltd.,SHRJAGP,plasticproducts,Plastic Products,641.96,BSE
Wim Plast Ltd.,WIMPLAST,plasticproducts,Plastic Products,559.24,BSE
Commercial Syn Bags Ltd.,COMSYN,plasticproducts,Plastic Products,409.11,BSE
HCP Plastene Bulkpack Ltd.,HPBL,plasticproducts,Plastic Products,351.68,BSE
Kaiser Corporation Ltd.,KACL,plasticproducts,Plastic Products,263.11,BSE
GM Polyplast Ltd.,GMPL,plasticproducts,Plastic Products,257.01,BSE
Mitsu Chem Plast Ltd.,MITSU,plasticproducts,Plastic Products,256.42,BSE
Shish Industries Ltd.,SHISHIND,plasticproducts,Plastic Products,189.72,BSE
Caprihans India Ltd.,CAPRIHANS,plasticproducts,Plastic Products,185.19,BSE
RDB Rasayans Ltd.,RDBRL,plasticproducts,Plastic Products,185.12,BSE
Waaree Technologies Ltd.,WAAREE,plasticproducts,Plastic Products,161.68,BSE
Hindustan Adhesives Ltd.,HINDADH,plasticproducts,Plastic Products,140.7,BSE
Bilcare Ltd.,BI,plasticproducts,Plastic Products,139.98,BSE
Kkalpana lndustries (India) Ltd.,KKALPANAIND,plasticproducts,Plastic Products,137.35,BSE
Dhabriya Polywood Ltd.,DHABRIYA,plasticproducts,Plastic Products,134.22,BSE
Pressure Sensitive Systems (India) Ltd.,PRESSURS,plasticproducts,Plastic Products,129.97,BSE
Prima Plastics Ltd.,PRIMAPLA,plasticproducts,Plastic Products,107.2,BSE
OK Play India Ltd.,OKPLA,plasticproducts,Plastic Products,98.73,BSE
Bright Brothers Ltd.,BRIGHTBR,plasticproducts,Plastic Products,95.77,BSE
Captain Polyplast Ltd.,CPL,plasticproducts,Plastic Products,95.72,BSE
Dutron Polymers Ltd.,DUTRON,plasticproducts,Plastic Products,81.48,BSE
National Plastic Technologies Ltd.,NATPLASTI,plasticproducts,Plastic Products,71.63,BSE
Polyspin Exports Ltd.,POLYSPIN,plasticproducts,Plastic Products,67.15,BSE
Clara Industries Ltd.,CLARA,plasticproducts,Plastic Products,62.4,BSE
Technopack Polymers Ltd.,TECHNOPACK,plasticproducts,Plastic Products,61.02,BSE
Sonal Adhesives Ltd.,SONALAD,plasticproducts,Plastic Products,56.31,BSE
Innovative Tech Pack Ltd.,INNOVTEC,plasticproducts,Plastic Products,46.39,BSE
Padmanabh Alloys & Polymers Ltd.,PADALPO,plasticproducts,Plastic Products,43.6,BSE
Gujarat Craft Industries Ltd.,GUJCRAFT,plasticproducts,Plastic Products,43.53,BSE
National Plastic Industries Ltd.,NATPLAS,plasticproducts,Plastic Products,40.17,BSE
Duropack Ltd.,DUROPACK,plasticproducts,Plastic Products,39.75,BSE
Axel Polymers Ltd.,AXELPOLY,plasticproducts,Plastic Products,36.03,BSE
Kisan Mouldings Ltd.,KISAN,plasticproducts,Plastic Products,33.69,BSE
Amco India Ltd.,AMCOIND,plasticproducts,Plastic Products,28.56,BSE
Vinyoflex Ltd.,VINYOFL,plasticproducts,Plastic Products,26.43,BSE
Raj Packaging Industries Ltd.,RAJPACK,plasticproducts,Plastic Products,24.75,BSE
Ecoplast Ltd.,ECOPLAST,plasticproducts,Plastic Products,21.96,BSE
Gujarat Petrosynthese Ltd.,GUJPETR,plasticproducts,Plastic Products,20.35,BSE
Kunststoffe Industries Ltd.,KUNSTOFF,plasticproducts,Plastic Products,19.98,BSE
APT Packaging Ltd.,APTPACK,plasticproducts,Plastic Products,19.59,BSE
Jumbo Bag Ltd.,JUMBO,plasticproducts,Plastic Products,19.22,BSE
MPL Plastics Ltd.,MPL,plasticproducts,Plastic Products,18.66,BSE
Rishi Techtex Ltd.,RISHITECH,plasticproducts,Plastic Products,18.48,BSE
Royal Cushion Vinyl Products Ltd.,ROYALCU,plasticproducts,Plastic Products,17.58,BSE
Polymac Thermoformers Ltd.,POLYMAC,plasticproducts,Plastic Products,16.38,BSE
Anka India Ltd.,ANKIN,plasticproducts,Plastic Products,15.17,BSE
Genesis IBRC India Ltd.,GENESIS,plasticproducts,Plastic Products,13.91,BSE
Quality RO Industries Ltd.,QRIL,plasticproducts,Plastic Products,13.7,BSE
Ashish Polyplast Ltd.,ASHISHPO,plasticproducts,Plastic Products,7.78,BSE
Kuwer Industries Ltd.,KUWERIN,plasticproducts,Plastic Products,7.63,BSE
Polycon International Ltd.,POLYCON,plasticproducts,Plastic Products,6.71,BSE
Union Quality Plastics Ltd.,UNQTYMI,plasticproducts,Plastic Products,6.2,BSE
Innocorp Ltd.,INNOCORP,plasticproducts,Plastic Products,5.81,BSE
Vinayak Polycon International Ltd.,VINAYAKPOL,plasticproducts,Plastic Products,5.79,BSE
Stanpacks (India) Ltd.,STANPACK,plasticproducts,Plastic Products,5.46,BSE
CDG Petchem Ltd.,CDG,plasticproducts,Plastic Products,4.68,BSE
Infra Industries Ltd.,INFRAIND,plasticproducts,Plastic Products,4.6,BSE
Pankaj Polymers Ltd.,PANKAJPO,plasticproducts,Plastic Products,4.36,BSE
Narmada Macplast Drip Irrigation Systems Ltd.,NARMP,plasticproducts,Plastic Products,4.35,BSE
Arcee Industries Ltd.,ARCEEIN,plasticproducts,Plastic Products,4.13,BSE
Krishna Filament Industries Ltd.,KRIFILIND,plasticproducts,Plastic Products,3.93,BSE
Aadi Industries Ltd.,AADIIND,plasticproducts,Plastic Products,3.92,BSE
Jauss Polymers Ltd.,JAUSPOL,plasticproducts,Plastic Products,2.5,BSE
Promact Impex Ltd.,PROMACT,plasticproducts,Plastic Products,2.38,BSE
PlanterS Polysacks Ltd.,ZPPOLYSA,plasticproducts,Plastic Products,2.24,BSE
Deccan Polypacks Ltd.,DECPO,plasticproducts,Plastic Products,1.33,BSE
Ravindra Energy Ltd.,RELTD,power,Power Generation/Distribution,716.79,BSE
WAA Solar Ltd.,WAA,power,Power Generation/Distribution,56.78,BSE
Sri KPR Industries Ltd.,SRIKPRIND,power,Power Generation/Distribution,42.61,BSE
Gita Renewable Energy Ltd.,GITARENEW,power,Power Generation/Distribution,41.12,BSE
Veer Energy & Infrastructure Ltd.,VEERENRGY,power,Power Generation/Distribution,18.49,BSE
Suryachakra Power Corporation Ltd.,SURYACHAKRA,power,Power Generation/Distribution,9.43,BSE
Amalgamated Electricity Company Ltd.,AMALGAM,power,Power Generation/Distribution,8.75,BSE
Sanmit Infra Ltd.,SANINFRA,realty,Construction - Real Estate,1279.07,BSE
Ritesh Properties & Industries Ltd.,RPIL,realty,Construction - Real Estate,1162.35,BSE
Elpro International Ltd.,ELPROINTL,realty,Construction - Real Estate,1138.05,BSE
AGI Infra Ltd.,AGIIL,realty,Construction - Real Estate,604.73,BSE
Supreme Holdings & Hospitality (India) Ltd.,SUPREME,realty,Construction - Real Estate,407.81,BSE
Radhe Developers (India) Ltd.,RADHEDE,realty,Construction - Real Estate,391.3,BSE
Variman Global Enterprises Ltd.,VARIMAN,realty,Construction - Real Estate,390.87,BSE
Suratwwala Business Group Ltd.,SBGLP,realty,Construction - Real Estate,376.31,BSE
Globus Power Generation Ltd.,GLOBUSCON,realty,Construction - Real Estate,271.61,BSE
B-Right Real Estate Ltd.,BRRL,realty,Construction - Real Estate,255.18,BSE
Navkar Urbanstructure Ltd.,NAVKAR,realty,Construction - Real Estate,241.47,BSE
S&T Corporation Ltd.,STCORP,realty,Construction - Real Estate,200.38,BSE
Alpine Housing Development Corporation Ltd.,ALPINEHOU,realty,Construction - Real Estate,199.46,BSE
Hazoor Multi Projects Ltd.,HAZOOR,realty,Construction - Real Estate,164.43,BSE
Thakkers Developers Ltd.,THAKDEV,realty,Construction - Real Estate,157.77,BSE
Manas Properties Ltd.,MANAS,realty,Construction - Real Estate,153.92,BSE
Ratnabhumi Developers Ltd.,RATNABHUMI,realty,Construction - Real Estate,136.79,BSE
Maxheights Infrastructure Ltd.,MAXHEIGHTS,realty,Construction - Real Estate,133.77,BSE
Maruti Infrastructure Ltd.,MAINFRA,realty,Construction - Real Estate,130.0,BSE
SAB Industries Ltd.,SAB,realty,Construction - Real Estate,127.84,BSE
Veer Global Infraconstruction Ltd.,VGIL,realty,Construction - Real Estate,125.73,BSE
Lancor Holdings Ltd.,LANCORHOL,realty,Construction - Real Estate,123.93,BSE
Shervani Industrial Syndicate Ltd.,SHERVANI,realty,Construction - Real Estate,94.4,BSE
KCL Infra Projects Ltd.,KCLINFRA,realty,Construction - Real Estate,93.48,BSE
SV Global Mill Ltd.,SVGLOBAL,realty,Construction - Real Estate,87.07,BSE
Real Eco-Energy Ltd.,REALECO,realty,Construction - Real Estate,75.1,BSE
RDB Realty & Infrastructure Ltd.,RDBRIL,realty,Construction - Real Estate,71.73,BSE
Croissance Ltd.,CROISSANCE,realty,Construction - Real Estate,62.1,BSE
Ansal Buildwell Ltd.,ANSALBU,realty,Construction - Real Estate,60.81,BSE
Shri Krishna Devcon Ltd.,SHRIKRISH,realty,Construction - Real Estate,60.34,BSE
Rainbow Foundations Ltd.,RAINBOWF,realty,Construction - Real Estate,59.49,BSE
Kesar India Ltd.,KESAR,realty,Construction - Real Estate,58.6,BSE
Shristi Infrastructure Development Corporation Ltd.,SHRISTI,realty,Construction - Real Estate,57.83,BSE
ETT Ltd.,ETT,realty,Construction - Real Estate,56.41,BSE
HB Estate Developers Ltd.,HBESD,realty,Construction - Real Estate,52.54,BSE
Prerna Infrabuild Ltd.,PRERINFRA,realty,Construction - Real Estate,48.29,BSE
Nimbus Projects Ltd.,NIMBSPROJ,realty,Construction - Real Estate,44.44,BSE
Manjeera Constructions Ltd.,MANJEERA,realty,Construction - Real Estate,42.97,BSE
Skyline Millars Ltd.,SKYLMILAR,realty,Construction - Real Estate,40.99,BSE
Tirupati Sarjan Ltd.,TIRSARJ,realty,Construction - Real Estate,40.24,BSE
Samor Reality Ltd.,SAMOR,realty,Construction - Real Estate,39.24,BSE
Grovy India Ltd.,GROVY,realty,Construction - Real Estate,38.01,BSE
Gothi Plascon (India) Ltd.,GOTHIPL,realty,Construction - Real Estate,35.6,BSE
Shashijit Infraprojects Ltd.,SHASHIJIT,realty,Construction - Real Estate,33.15,BSE
Vivid Mercantile Ltd.,VIVIDM,realty,Construction - Real Estate,28.42,BSE
Victoria Mills Ltd.,VICTMILL,realty,Construction - Real Estate,26.7,BSE
Simplex Realty Ltd.,SIMPLXREA,realty,Construction - Real Estate,24.56,BSE
Garnet Construction Ltd.,GARNET,realty,Construction - Real Estate,23.91,BSE
Espire Hospitality Ltd.,ESPIRE,realty,Construction - Real Estate,23.56,BSE
SSPDL Ltd.,SSPDL,realty,Construction - Real Estate,22.11,BSE
Steel Strips Infrastructures Ltd.,STLSTRINF,realty,Construction - Real Estate,22.04,BSE
Prime Property Development Corporation Ltd.,PRIMEPRO,realty,Construction - Real Estate,21.71,BSE
Satra Properties (India) Ltd.,SATRAPROP,realty,Construction - Real Estate,18.19,BSE
Martin Burn Ltd.,MARBU,realty,Construction - Real Estate,18.04,BSE
Citadel Realty & Developers Ltd.,CITADEL,realty,Construction - Real Estate,17.48,BSE
RTCL Ltd.,RAGHUTOB,realty,Construction - Real Estate,16.68,BSE
Rodium Realty Ltd.,RODIUM,realty,Construction - Real Estate,16.24,BSE
Athena Constructions Ltd.,ATHCON,realty,Construction - Real Estate,15.53,BSE
Jet Infraventure Ltd.,JETINFRA,realty,Construction - Real Estate,14.57,BSE
Shantidoot Infra Services Ltd.,SISL,realty,Construction - Real Estate,14.46,BSE
Mega Nirman & Industries Ltd.,MNIL,realty,Construction - Real Estate,14.44,BSE
Sterling Green Woods Ltd.,STRGRENWO,realty,Construction - Real Estate,13.95,BSE
Narendra Properties Ltd.,NARPROP,realty,Construction - Real Estate,13.79,BSE
Kamanwala Housing Construction Ltd.,KAMANWALA,realty,Construction - Real Estate,13.66,BSE
Rap Media Ltd.,RAP,realty,Construction - Real Estate,12.64,BSE
Shree Krishna Infrastructure Ltd.,SKIFL,realty,Construction - Real Estate,11.16,BSE
UTL Industries Ltd.,UTLINDS,realty,Construction - Real Estate,10.55,BSE
Mount Housing & Infrastructure Ltd.,MOUNT,realty,Construction - Real Estate,10.09,BSE
Quantum Build-Tech Ltd.,QUANTBUILD,realty,Construction - Real Estate,9.73,BSE
Rander Corporation Ltd.,RANDER,realty,Construction - Real Estate,9.68,BSE
PVV Infra Ltd.,PVVINFRA,realty,Construction - Real Estate,9.55,BSE
IITL Projects Ltd.,IITLPROJ,realty,Construction - Real Estate,8.43,BSE
Sanathnagar Enterprises Ltd.,SEL,realty,Construction - Real Estate,8.11,BSE
Neo Infracon Ltd.,NEOINFRA,realty,Construction - Real Estate,7.16,BSE
SBL Infratech Ltd.,SBLI,realty,Construction - Real Estate,6.61,BSE
Mahesh Developers Ltd.,MAHESH,realty,Construction - Real Estate,6.56,BSE
Yogi Infra Projects Ltd.,YOGISUNG,realty,Construction - Real Estate,6.55,BSE
Joy Realty Ltd.,JOYREALTY,realty,Construction - Real Estate,6.39,BSE
Raghunath International Ltd.,RAGHUNAT,realty,Construction - Real Estate,6.35,BSE
Epsom Properties Ltd.,EPSOMPRO,realty,Construction - Real Estate,6.11,BSE
KMF Builders & Developers Ltd.,KMFBLDR,realty,Construction - Real Estate,5.88,BSE
Sikozy Realtors Ltd.,SIKOZY,realty,Construction - Real Estate,5.84,BSE
Decorous Investment & Trading Co Ltd.,DITCO,realty,Construction - Real Estate,5.52,BSE
Vas Infrastructure Ltd.,VASINFRA,realty,Construction - Real Estate,5.37,BSE
Unishire Urban Infra Ltd.,UNISHIRE,realty,Construction - Real Estate,5.09,BSE
East Buildtech Ltd.,EASTBUILD,realty,Construction - Real Estate,4.95,BSE
Rajeswari Infrastructure Ltd.,RAJINFRA,realty,Construction - Real Estate,4.92,BSE
Patidar Buildcon Ltd.,PATIDAR,realty,Construction - Real Estate,4.54,BSE
Jainco Projects (India) Ltd.,JAINCO,realty,Construction - Real Estate,4.52,BSE
Franklin Industries Ltd.,FRANKLININD,realty,Construction - Real Estate,4.06,BSE
Pacheli Industrial Finance Ltd.,PIFL,realty,Construction - Real Estate,3.14,BSE
Abhishek Infraventures Ltd.,ABHIINFRA,realty,Construction - Real Estate,3.1,BSE
Anna Infrastructures Ltd.,ANNAINFRA,realty,Construction - Real Estate,3.04,BSE
Purohit Construction Ltd.,PUROHITCON,realty,Construction - Real Estate,2.64,BSE
Ishaan Infrastructures & Shelters Ltd.,IISL,realty,Construction - Real Estate,2.39,BSE
Yuranus Infrastructure Ltd.,YURANUS,realty,Construction - Real Estate,2.22,BSE
Bronze Infra-Tech Ltd.,BITL,realty,Construction - Real Estate,2.14,BSE
Gyan Developers & Builders Ltd.,GYANDEV,realty,Construction - Real Estate,1.66,BSE
Modi's Navnirman Ltd.,MODIS,realty,Construction - Real Estate,0.0,BSE
Aditya Vision Ltd.,AVL,retailing,Retailing,1828.21,BSE
White Organic Retail Ltd.,WORL,retailing,Retailing,508.69,BSE
Bhatia Communications & Retail (India) Ltd.,BHATIA,retailing,Retailing,298.49,BSE
PNGS Gargi Fashion Jewellery Ltd.,GARGI,retailing,Retailing,142.74,BSE
