Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Hariom Pipe Industries Ltd.,HARIOMPIPE,capitalgoods,Engineering,1021.98,NSE
Pitti Engineering Ltd.,PITTIENG,capitalgoods,Engineering,1020.47,NSE
Jash Engineering Ltd.,JASH,capitalgoods,Engineering - Industrial Equipments,1014.95,NSE
The Anup Engineering Ltd.,ANUP,capitalgoods,Engineering - Industrial Equipments,1014.36,NSE
Transformers & Rectifiers (India) Ltd.,TRIL,capitalgoods,Electric Equipment,1006.16,NSE
Deep Industries Ltd.,DEEPINDS,capitalgoods,Engineering,996.16,NSE
IFGL Refractories Ltd.,IFGLEXPOR,capitalgoods,Refractories,969.46,NSE
Roto Pumps Ltd.,ROTO,capitalgoods,Compressors / Pumps,854.29,NSE
Shakti Pumps (India) Ltd.,SHAKTIPUMP,capitalgoods,Compressors / Pumps,844.29,NSE
Hercules Hoists Ltd.,HERCULES,capitalgoods,Engineering - Industrial Equipments,661.92,NSE
HPL Electric & Power Ltd.,HPL,capitalgoods,Electric Equipment,661.01,NSE
Yuken India Ltd.,YUKEN,capitalgoods,Engineering - Industrial Equipments,640.8,NSE
Kirloskar Electric Company Ltd.,KECL,capitalgoods,Electric Equipment,542.6,NSE
United Drilling Tools Ltd.,UNIDT,capitalgoods,Engineering - Industrial Equipments,480.68,NSE
Mold-Tek Technologies Ltd.,MOLDTECH,capitalgoods,Engineering,470.94,NSE
Marine Electricals (India) Ltd.,MARINE,capitalgoods,Engineering - Industrial Equipments,452.02,NSE
Focus Lighting & Fixtures Ltd.,FOCUS,capitalgoods,Electric Equipment,445.26,NSE
Mallcom (India) Ltd,MALLCOM,capitalgoods,Engineering - Industrial Equipments,438.27,NSE
De Nora India Ltd.,DENORA,capitalgoods,Electrodes & Welding Equipment,423.63,NSE
Servotech Power Systems Ltd.,SERVOTECH,capitalgoods,Electric Equipment,407.13,NSE
International Conveyors Ltd.,INTLCONV,capitalgoods,Engineering - Industrial Equipments,403.91,NSE
Hind Rectifiers Ltd.,HIRECT,capitalgoods,Electric Equipment,367.96,NSE
South West Pinnacle Exploration Ltd.,SOUTHWEST,capitalgoods,Engineering,361.75,NSE
Walchandnagar Industries Ltd.,WALCHANNAG,capitalgoods,Engineering - Industrial Equipments,344.49,NSE
Orient Abrasives Ltd.,ORIENTABRA,capitalgoods,Refractories,332.6,NSE
Revathi Equipment Ltd.,REVATHI,capitalgoods,Engineering - Industrial Equipments,330.91,NSE
Windsor Machines Ltd.,WINDMACHIN,capitalgoods,Engineering - Industrial Equipments,329.85,NSE
Macpower CNC Machines Ltd.,MACPOWER,capitalgoods,Engineering - Industrial Equipments,315.08,NSE
Mahindra EPC Irrigation Ltd.,MAHEPC,capitalgoods,Engineering - Industrial Equipments,292.82,NSE
MIC Electronics Ltd.,MICEL,capitalgoods,Electric Equipment,266.62,NSE
Mazda Ltd.,MAZDA,capitalgoods,Engineering - Industrial Equipments,252.86,NSE
Eimco Elecon (India) Ltd.,EIMCOELECO,capitalgoods,Engineering - Industrial Equipments,246.8,NSE
Indo Tech Transformers Ltd.,INDOTECH,capitalgoods,Electric Equipment,231.57,NSE
Gujarat Apollo Industries Ltd.,GUJAPOLLO,capitalgoods,Engineering - Industrial Equipments,229.98,NSE
Modison Ltd.,MODISONLTD,capitalgoods,Electric Equipment,218.71,NSE
Veto Switchgears And Cables Ltd.,VETO,capitalgoods,Electric Equipment,204.53,NSE
Lokesh Machines Ltd.,LOKESHMACH,capitalgoods,Engineering,204.38,NSE
TRF Ltd.,TRF,capitalgoods,Engineering - Industrial Equipments,202.81,NSE
Aaron Industries Ltd.,AARON,capitalgoods,Engineering,185.41,NSE
Zodiac Energy Ltd.,ZODIAC,capitalgoods,Engineering - Industrial Equipments,175.16,NSE
Alphageo (India) Ltd.,ALPHAGEO,capitalgoods,Engineering,169.3,NSE
TIL Ltd.,TIL,capitalgoods,Engineering - Industrial Equipments,160.48,NSE
Pritika Auto Industries Ltd.,PRITIKAUTO,capitalgoods,Engineering,151.19,NSE
Ahlada Engineers Ltd.,AHLADA,capitalgoods,Engineering,132.38,NSE
Debock Industries Ltd.,DIL,capitalgoods,Engineering,108.16,NSE
Dhruv Consultancy Services Ltd.,DHRUV,capitalgoods,Engineering,97.14,NSE
Nitiraj Engineers Ltd.,NITIRAJ,capitalgoods,Engineering - Industrial Equipments,86.36,NSE
Delta Manufacturing Ltd.,DELTAMAGNT,capitalgoods,Electric Equipment,86.0,NSE
Ujaas Energy Ltd.,UJAAS,capitalgoods,Electric Equipment,54.68,NSE
Manugraph India Ltd.,MANUGRAPH,capitalgoods,Engineering - Industrial Equipments,45.93,NSE
Godha Cabcon & Insulation Ltd.,GODHA,capitalgoods,Engineering - Industrial Equipments,39.97,NSE
Marshall Machines Ltd.,MARSHALL,capitalgoods,Engineering - Industrial Equipments,37.61,NSE
Rollatainers Ltd.,ROLLT,capitalgoods,Engineering - Industrial Equipments,33.27,NSE
Premier Ltd.,PREMIER,capitalgoods,Engineering - Industrial Equipments,9.39,NSE
Tarapur Transformers Ltd.,TARAPUR,capitalgoods,Electric Equipment,8.39,NSE
BKM Industries Ltd.,BKMINDST,capitalgoods,Engineering - Industrial Equipments,7.47,NSE
IMP Powers Ltd.,INDLMETER,capitalgoods,Electric Equipment,6.07,NSE
Asian Paints Ltd.,ASIANPAINT,chemicals,Paints,267083.83,NSE
Pidilite Industries Ltd.,PIDILITIND,chemicals,Chemicals,122757.6,NSE
SRF Ltd.,SRF,chemicals,Chemicals,62650.87,NSE
UPL Ltd.,UPL,chemicals,Pesticides & Agrochemicals,56201.75,NSE
Berger Paints India Ltd.,BERGEPAINT,chemicals,Paints,54835.5,NSE
PI Industries Ltd.,PIIND,chemicals,Pesticides & Agrochemicals,47502.94,NSE
Solar Industries India Ltd.,SOLARINDS,chemicals,Chemicals,36937.14,NSE
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,chemicals,Chemicals,29399.7,NSE
Deepak Nitrite Ltd.,DEEPAKNTR,chemicals,Chemicals,25721.0,NSE
Coromandel International Ltd.,COROMANDEL,chemicals,Fertilizers,25365.69,NSE
Tata Chemicals Ltd.,TATACHEM,chemicals,Chemicals,24864.21,NSE
Sumitomo Chemical India Ltd.,SUMICHEM,chemicals,Pesticides & Agrochemicals,23439.88,NSE
Kansai Nerolac Paints Ltd.,KANSAINER,chemicals,Paints,22176.55,NSE
The Fertilisers And Chemicals Travancore Ltd.,FACT,chemicals,Fertilizers,21311.32,NSE
Atul Ltd.,ATUL,chemicals,Chemicals,21048.91,NSE
Bayer CropScience Ltd.,BAYERCROP,chemicals,Pesticides & Agrochemicals,20646.4,NSE
Aarti Industries Ltd.,AARTIIND,chemicals,Chemicals,20133.47,NSE
Vinati Organics Ltd.,VINATIORGA,chemicals,Chemicals,19734.15,NSE
Navin Fluorine International Ltd.,NAVINFLUOR,chemicals,Chemicals,19647.11,NSE
Fine Organic Industries Ltd.,FINEORG,chemicals,Chemicals,16177.74,NSE
Godrej Industries Ltd.,GODREJIND,chemicals,Chemicals,14689.21,NSE
Clean Science And Technology Ltd.,CLEAN,chemicals,Chemicals,14597.04,NSE
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,chemicals,Chemicals,13301.97,NSE
Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,chemicals,Fertilizers,12698.5,NSE
Aether Industries Ltd.,AETHER,chemicals,Chemicals,11512.26,NSE
BASF India Ltd.,BASF,chemicals,Pesticides & Agrochemicals,11330.45,NSE
Akzo Nobel India Ltd.,AKZOINDIA,chemicals,Paints,10260.01,NSE
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,chemicals,Fertilizers,9001.86,NSE
Deepak Fertilisers And Petrochemicals Corporation Ltd.,DEEPAKFERT,chemicals,Fertilizers,8274.89,NSE
Jubilant Ingrevia Ltd.,JUBLINGREA,chemicals,Chemicals,7831.06,NSE
Laxmi Organic Industries Ltd.,LXCHEM,chemicals,Chemicals,7708.39,NSE
Archean Chemical Industries Ltd.,ACI,chemicals,Chemicals,7592.37,NSE
Balaji Amines Ltd.,BALAMINES,chemicals,Chemicals,7588.64,NSE
Chemplast Sanmar Ltd.,CHEMPLASTS,chemicals,Chemicals,7138.65,NSE
Supreme Petrochem Ltd.,SPLPETRO,chemicals,Chemicals,6870.09,NSE
Rashtriya Chemicals and Fertilizers Ltd.,RCF,chemicals,Fertilizers,6818.86,NSE
Anupam Rasayan India Ltd.,ANURAS,chemicals,Chemicals,6730.16,NSE
Indigo Paints Ltd.,INDIGOPNTS,chemicals,Paints,5831.23,NSE
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,chemicals,Chemicals,5213.29,NSE
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,chemicals,Fertilizers,5182.2,NSE
Paradeep Phosphates Ltd.,PARADEEP,chemicals,Fertilizers,4882.91,NSE
GHCL Ltd.,GHCL,chemicals,Chemicals,4861.97,NSE
Tatva Chintan Pharma Chem Ltd.,TATVA,chemicals,Chemicals,4748.98,NSE
PCBL Ltd.,PCBL,chemicals,Carbon Black,4550.31,NSE
Sharda Cropchem Ltd.,SHARDACROP,chemicals,Pesticides & Agrochemicals,4399.15,NSE
Meghmani Finechem Ltd,MFL,chemicals,Chemicals,4361.52,NSE
Rallis India Ltd.,RALLIS,chemicals,Pesticides & Agrochemicals,4301.65,NSE
Privi Speciality Chemicals Ltd.,PRIVISCL,chemicals,Chemicals,4062.91,NSE
Rossari Biotech Ltd.,ROSSARI,chemicals,Chemicals,3942.79,NSE
Himadri Speciality Chemical Ltd.,HSCL,chemicals,Chemicals,3925.65,NSE
Bharat Rasayan Ltd.,BHARATRAS,chemicals,Pesticides & Agrochemicals,3902.84,NSE
Nocil Ltd.,NOCIL,chemicals,Chemicals,3675.94,NSE
National Fertilizers Ltd.,NFL,chemicals,Fertilizers,3497.82,NSE
Dhanuka Agritech Ltd.,DHANUKA,chemicals,Pesticides & Agrochemicals,3216.23,NSE
Astec Lifesciences Ltd.,ASTEC,chemicals,Pesticides & Agrochemicals,3144.26,NSE
Neogen Chemicals Ltd.,NEOGEN,chemicals,Chemicals,3069.53,NSE
Best Agrolife Ltd.,BESTAGRO,chemicals,Pesticides & Agrochemicals,3056.91,NSE
Madhya Bharat Agro Products Ltd.,MBAPL,chemicals,Fertilizers,2894.98,NSE
India Pesticides Ltd.,IPL,chemicals,Pesticides & Agrochemicals,2779.47,NSE
Fineotex Chemical Ltd.,FCL,chemicals,Chemicals,2636.92,NSE
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,chemicals,Dyes & Pigments,2621.29,NSE
Camlin Fine Sciences Ltd.,CAMLINFINE,chemicals,Chemicals,2591.01,NSE
Meghmani Organics Ltd.,MOL,chemicals,Chemicals,2512.62,NSE
India Glycols Ltd.,INDIAGLYCO,chemicals,Chemicals,2187.43,NSE
NACL Industries Ltd.,NACLIND,chemicals,Pesticides & Agrochemicals,2046.4,NSE
Thirumalai Chemicals Ltd.,TIRUMALCHM,chemicals,Chemicals,2019.61,NSE
SH Kelkar And Company Ltd.,SHK,chemicals,Chemicals,1969.73,NSE
Kiri Industries Ltd.,KIRIINDUS,chemicals,Dyes & Pigments,1957.52,NSE
Grauer & Weil (India) Ltd.,GRAUWEIL,chemicals,Chemicals,1945.14,NSE
Heranba Industries Ltd.,HERANBA,chemicals,Pesticides & Agrochemicals,1879.23,NSE
Bhansali Engineering Polymers Ltd.,BEPL,chemicals,Chemicals,1853.17,NSE
Insecticides (India) Ltd.,INSECTICID,chemicals,Pesticides & Agrochemicals,1826.78,NSE
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,chemicals,Dyes & Pigments,1802.02,NSE
GOCL Corporation Ltd.,GOCLCORP,chemicals,Chemicals,1799.48,NSE
The Andhra Sugars Ltd.,ANDHRSUGAR,chemicals,Chemicals,1799.23,NSE
Vishnu Chemicals Ltd.,VISHNU,chemicals,Chemicals,1612.71,NSE
IG Petrochemicals Ltd.,IGPL,chemicals,Chemicals,1567.46,NSE
Southern Petrochemical Industries Corporation Ltd.,SPIC,chemicals,Fertilizers,1554.79,NSE
Fairchem Organics Ltd.,FAIRCHEMOR,chemicals,Chemicals,1539.01,NSE
DCW Ltd.,DCW,chemicals,Chemicals,1520.05,NSE
Excel Industries Ltd.,EXCELINDUS,chemicals,Pesticides & Agrochemicals,1423.0,NSE
Manali Petrochemicals Ltd.,MANALIPETC,chemicals,Chemicals,1402.65,NSE
Krishana Phoschem Ltd.,KRISHANA,chemicals,Fertilizers,1392.51,NSE
Styrenix Performance Materials Ltd.,STYRENIX,chemicals,Chemicals,1389.26,NSE
Valiant Organics Ltd.,VALIANTORG,chemicals,Chemicals,1364.6,NSE
Oriental Aromatics Ltd.,OAL,chemicals,Chemicals,1360.78,NSE
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,chemicals,Pesticides & Agrochemicals,1298.34,NSE
Foseco India Ltd.,FOSECOIND,chemicals,Chemicals,1281.41,NSE
Punjab Chemicals & Crop Protection Ltd.,PUNJABCHEM,chemicals,Pesticides & Agrochemicals,1215.12,NSE
Madras Fertilizers Ltd.,MADRASFERT,chemicals,Fertilizers,1080.18,NSE
Shivalik Rasayan Ltd.,SHIVALIK,chemicals,Pesticides & Agrochemicals,1050.83,NSE
Chemcon Speciality Chemicals Ltd.,CHEMCON,chemicals,Chemicals,1046.17,NSE
Sigachi Industries Ltd.,SIGACHI,chemicals,Chemicals,1022.34,NSE
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,chemicals,Fertilizers,997.9,NSE
Shalimar Paints Ltd.,SHALPAINTS,chemicals,Paints,977.1,NSE
Ganesh Benzoplast Ltd.,GANESHBE,chemicals,Chemicals,925.62,NSE
Bodal Chemicals Ltd.,BODALCHEM,chemicals,Dyes & Pigments,923.96,NSE
Dhunseri Ventures Ltd.,DVL,chemicals,Chemicals,920.45,NSE
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,chemicals,Chemicals,859.96,NSE
Heubach Colorants India Ltd.,CLNINDIA,chemicals,Chemicals,792.17,NSE
Oriental Carbon & Chemicals Ltd.,OCCL,chemicals,Chemicals,757.75,NSE
Indo Amines Ltd.,INDOAMIN,chemicals,Chemicals,731.72,NSE
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM,chemicals,Fertilizers,731.3,NSE
HP Adhesives Ltd.,HPAL,chemicals,Chemicals,706.06,NSE
GFL Ltd.,GFLLIMITED,chemicals,Chemicals,703.59,NSE
Nagarjuna Fertilizers and Chemicals Ltd.,NAGAFERT,chemicals,Fertilizers,698.54,NSE
DMCC Speciality Chemicals Ltd.,DMCC,chemicals,Chemicals,673.5,NSE
Bhageria Industries Ltd.,BHAGERIA,chemicals,Dyes & Pigments,666.66,NSE
Dharmaj Crop Guard Ltd.,DHARMAJ,chemicals,Pesticides & Agrochemicals,641.13,NSE
Zuari Agro Chemicals Ltd.,ZUARI,chemicals,Fertilizers,621.41,NSE
Kanoria Chemicals & Industries Ltd.,KANORICHEM,chemicals,Chemicals,609.52,NSE
Jubilant Industries Ltd.,JUBLINDS,chemicals,Chemicals,605.32,NSE
Jayant Agro-Organics Ltd.,JAYAGROGN,chemicals,Chemicals,599.55,NSE
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,chemicals,Dyes & Pigments,542.07,NSE
Goa Carbon Ltd.,GOACARBON,chemicals,Carbon Black,521.24,NSE
Rama Phosphates Ltd.,RAMAPHO,chemicals,Fertilizers,448.08,NSE
Plastiblends India Ltd.,PLASTIBLEN,chemicals,Chemicals,423.36,NSE
Premier Explosives Ltd.,PREMEXPLN,chemicals,Chemicals,414.12,NSE
Mangalam Organics Ltd.,MANORG,chemicals,Chemicals,412.63,NSE
Indo Borax & Chemicals Ltd.,INDOBORAX,chemicals,Chemicals,406.42,NSE
Chembond Chemicals Ltd.,CHEMBOND,chemicals,Chemicals,396.72,NSE
Chemfab Alkalis Ltd.,CHEMFAB,chemicals,Chemicals,380.5,NSE
DIC India Ltd.,DICIND,chemicals,Chemicals,347.93,NSE
Vikas EcoTech Ltd.,VIKASECO,chemicals,Chemicals,335.38,NSE
Dynemic Products Ltd.,DYNPRO,chemicals,Dyes & Pigments,320.54,NSE
Asahi Songwon Colors Ltd.,ASAHISONG,chemicals,Dyes & Pigments,294.68,NSE
Poddar Pigments Ltd.,PODDARMENT,chemicals,Dyes & Pigments,284.19,NSE
Aries Agro Ltd.,ARIES,chemicals,Fertilizers,252.28,NSE
Aksharchem (India) Ltd.,AKSHARCHEM,chemicals,Dyes & Pigments,209.22,NSE
Par Drugs And Chemicals Ltd.,PAR,chemicals,Chemicals,199.7,NSE
Bohra Industries Ltd.,BOHRAIND,chemicals,Fertilizers,192.94,NSE
Sikko Industries Ltd.,SIKKO,chemicals,Pesticides & Agrochemicals,172.12,NSE
Jocil Ltd.,JOCIL,chemicals,Chemicals,169.27,NSE
Alkali Metals Ltd.,ALKALI,chemicals,Chemicals,137.46,NSE
IVP Ltd.,IVP,chemicals,Chemicals,134.24,NSE
Arvee Laboratories (India) Ltd.,ARVEE,chemicals,Chemicals,117.91,NSE
Hindprakash Industries Ltd.,HPIL,chemicals,Dyes & Pigments,107.11,NSE
Hindcon Chemicals Ltd.,HINDCON,chemicals,Chemicals,93.53,NSE
Beardsell Ltd.,BEARDSELL,chemicals,Chemicals,88.23,NSE
Agro Phos India Ltd.,AGROPHOS,chemicals,Fertilizers,80.89,NSE
Seya Industries Ltd.,SEYAIND,chemicals,Chemicals,79.58,NSE
Sanginita Chemicals Ltd.,SANGINITA,chemicals,Chemicals,38.42,NSE
Vikas WSP Ltd.,VIKASWSP,chemicals,Chemicals,35.37,NSE
Vikas Proppant & Granite Ltd.,VIKASPROP,chemicals,Chemicals,34.48,NSE
Ultratech Cement Ltd.,ULTRACEMCO,constructionmaterials,Cement & Construction Materials,197738.2,NSE
Grasim Industries Ltd.,GRASIM,constructionmaterials,Cement & Construction Materials,106990.27,NSE
Ambuja Cements Ltd.,AMBUJACEM,constructionmaterials,Cement & Construction Materials,99500.68,NSE
Shree Cement Ltd.,SHREECEM,constructionmaterials,Cement & Construction Materials,83389.82,NSE
ACC Ltd.,ACC,constructionmaterials,Cement & Construction Materials,43640.82,NSE
Dalmia Bharat Ltd.,DALBHARAT,constructionmaterials,Cement & Construction Materials,33131.44,NSE
JK Cement Ltd.,JKCEMENT,constructionmaterials,Cement & Construction Materials,21310.2,NSE
Kajaria Ceramics Ltd.,KAJARIACER,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,16677.22,NSE
The Ramco Cements Ltd.,RAMCOCEM,constructionmaterials,Cement & Construction Materials,16250.02,NSE
Nuvoco Vistas Corporation Ltd.,NUVOCO,constructionmaterials,Cement & Construction Materials,13070.13,NSE
Asahi India Glass Ltd.,ASAHIINDIA,constructionmaterials,Glass,12346.54,NSE
Century Plyboards (India) Ltd.,CENTURYPLY,constructionmaterials,Wood & Wood Products,10997.56,NSE
JK Lakshmi Cement Ltd.,JKLAKSHMI,constructionmaterials,Cement & Construction Materials,8607.57,NSE
Birla Corporation Ltd.,BIRLACORPN,constructionmaterials,Cement & Construction Materials,7257.37,NSE
Cera Sanitaryware Ltd.,CERA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,7050.48,NSE
The India Cements Ltd.,INDIACEM,constructionmaterials,Cement & Construction Materials,6439.66,NSE
Borosil Renewables Ltd.,BORORENEW,constructionmaterials,Glass,6231.41,NSE
Prism Johnson Ltd.,PRSMJOHNSN,constructionmaterials,Cement & Construction Materials,5516.79,NSE
Star Cement Ltd.,STARCEMENT,constructionmaterials,Cement & Construction Materials,4567.24,NSE
La Opala RG Ltd.,LAOPALA,constructionmaterials,Glass,4169.16,NSE
Heidelberg Cement India Ltd.,HEIDELBERG,constructionmaterials,Cement & Construction Materials,4116.43,NSE
Greenlam Industries Ltd.,GREENLAM,constructionmaterials,Laminates/Decoratives,4074.56,NSE
Greenpanel Industries Ltd.,GREENPANEL,constructionmaterials,Wood & Wood Products,3924.69,NSE
Sagar Cements Ltd.,SAGCEM,constructionmaterials,Cement & Construction Materials,2901.71,NSE
Orient Cement Ltd.,ORIENTCEM,constructionmaterials,Cement & Construction Materials,2627.44,NSE
Somany Ceramics Ltd.,SOMANYCERA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,2369.85,NSE
Jaiprakash Associates Ltd.,JPASSOCIAT,constructionmaterials,Cement & Construction Materials,2356.41,NSE
AGI Greenpac Ltd.,AGI,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,2011.12,NSE
HIL Ltd.,HIL,constructionmaterials,Cement & Construction Materials,1968.27,NSE
Stylam Industries Ltd.,STYLAMIND,constructionmaterials,Laminates/Decoratives,1897.34,NSE
Kesoram Industries Ltd.,KESORAMIND,constructionmaterials,Cement & Construction Materials,1840.68,NSE
Sanghi Industries Ltd.,SANGHIIND,constructionmaterials,Cement & Construction Materials,1825.07,NSE
Greenply Industries Ltd.,GREENPLY,constructionmaterials,Wood & Wood Products,1769.37,NSE
KCP Ltd.,KCP,constructionmaterials,Cement & Construction Materials,1373.01,NSE
Ramco Industries Ltd.,RAMCOIND,constructionmaterials,Cement & Construction Materials,1357.58,NSE
Pokarna Ltd.,POKARNA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,1203.27,NSE
Everest Industries Ltd.,EVERESTIND,constructionmaterials,Cement & Construction Materials,1171.13,NSE
Shree Digvijay Cement Company Ltd.,SHREDIGCEM,constructionmaterials,Cement & Construction Materials,1065.79,NSE
Udaipur Cement Works Ltd.,UDAICEMENT,constructionmaterials,Cement & Construction Materials,954.47,NSE
Mangalam Cement Ltd.,MANGLMCEM,constructionmaterials,Cement & Construction Materials,804.3,NSE
Orient Bell Ltd.,ORIENTBELL,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,795.14,NSE
NCL Industries Ltd.,NCLIND,constructionmaterials,Cement & Construction Materials,777.55,NSE
Anjani Portland Cement Ltd.,APCL,constructionmaterials,Cement & Construction Materials,743.4,NSE
Visaka Industries Ltd.,VISAKAIND,constructionmaterials,Cement & Construction Materials,735.05,NSE
Deccan Cements Ltd.,DECCANCE,constructionmaterials,Cement & Construction Materials,666.34,NSE
Exxaro Tiles Ltd.,EXXARO,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,586.78,NSE
Asian Granito India Ltd.,ASIANTILES,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,579.23,NSE
Gujarat Sidhee Cement Ltd.,GSCLCEMENT,constructionmaterials,Cement & Construction Materials,329.82,NSE
Sejal Glass Ltd.,SEJALLTD,constructionmaterials,Glass,263.61,NSE
Murudeshwar Ceramics Ltd.,MURUDCERA,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,228.76,NSE
Nitco Ltd.,NITCO,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,189.35,NSE
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,constructionmaterials,Cement & Construction Materials,163.41,NSE
Archidply Industries Ltd.,ARCHIDPLY,constructionmaterials,Wood & Wood Products,138.26,NSE
Airo Lam Ltd.,AIROLAM,constructionmaterials,Laminates/Decoratives,120.77,NSE
Aro Granite Industries Ltd.,AROGRANITE,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,72.52,NSE
The Western Indian Plywoods Ltd.,WIPL,constructionmaterials,Laminates/Decoratives,72.06,NSE
Regency Ceramics Ltd.,REGENCERAM,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,60.82,NSE
Barak Valley Cements Ltd.,BVCL,constructionmaterials,Cement & Construction Materials,56.73,NSE
Banaras Beads Ltd.,BANARBEADS,constructionmaterials,Glass,56.28,NSE
Burnpur Cement Ltd.,BURNPUR,constructionmaterials,Cement & Construction Materials,46.51,NSE
Madhav Marbles And Granites Ltd.,MADHAV,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,38.79,NSE
Archidply Decor Ltd.,ADL,constructionmaterials,Wood & Wood Products,33.76,NSE
Oriental Trimex Ltd.,ORIENTALTL,constructionmaterials,Ceramics/Marble/Granite/Sanitaryware,23.26,NSE
Honeywell Automation India Ltd.,HONAUT,consumerdurables,Consumer Durables - Electronics,36002.68,NSE
Voltas Ltd.,VOLTAS,consumerdurables,Air Conditioners,25713.05,NSE
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,consumerdurables,Consumer Durables - Domestic Appliances,20850.69,NSE
Dixon Technologies (India) Ltd.,DIXON,consumerdurables,Consumer Durables - Electronics,20792.75,NSE
Whirlpool Of India Ltd.,WHIRLPOOL,consumerdurables,Consumer Durables - Domestic Appliances,18015.8,NSE
Bajaj Electricals Ltd.,BAJAJELEC,consumerdurables,Consumer Durables - Domestic Appliances,12998.39,NSE
Blue Star Ltd.,BLUESTARCO,consumerdurables,Air Conditioners,11883.21,NSE
TTK Prestige Ltd.,TTKPRESTIG,consumerdurables,Consumer Durables - Domestic Appliances,10906.84,NSE
Tejas Networks Ltd.,TEJASNET,consumerdurables,IT - Hardware,8245.75,NSE
Symphony Ltd.,SYMPHONY,consumerdurables,Consumer Durables - Domestic Appliances,6806.12,NSE
Amber Enterprises India Ltd.,AMBER,consumerdurables,Air Conditioners,6637.67,NSE
Orient Electric Ltd.,ORIENTELEC,consumerdurables,Consumer Durables - Domestic Appliances,5530.7,NSE
Borosil Ltd.,BOROLTD,consumerdurables,Consumer Durables - Domestic Appliances,4078.8,NSE
IFB Industries Ltd.,IFBIND,consumerdurables,Consumer Durables - Domestic Appliances,3582.27,NSE
